ID,Title,Company,Location,Date Posted
engineer,Senior Civil Engineer,Terra Developers Limited,Lagos,PostedPosted 23 days ago
engineer,Senior Data Engineer (Snowflake Cloud Data Warehousing),Jobberman (Third Party Recruitment),Lagos,PostedPosted 30+ days ago
engineer,Principal R&D Engineer,Boston Scientific Corporation,Cross River,PostedPosted 21 days ago
engineer,Full-Stack Engineer - NextGen (.NET/Vue),Deel,Nigeria,PostedPosted 30+ days ago
engineer,Engineer - IP Security forensics and Incident Management.Information Technology,MTN Group,Lagos,PostedPosted 5 days ago
engineer,Engineer,Mornyray New energy Nigeria limited,Lagos,PostedPosted 30+ days ago
engineer,"Manager, Electrical Engineering - Cement Plant",Dangote Industries Limited,Lagos,PostedPosted 30+ days ago
engineer,Licensed Aircraft MTCE Engineer – Electrical & Avionics,Flying Doctors Nigeria,Lagos,PostedPosted 30+ days ago
engineer,Senior Contract Engineer,Prime Spectrum,Rivers,PostedPosted 21 days ago
engineer,Quality Engineer,Danfoss,Plateau,PostedPosted 15 days ago
engineer,Engineering Manager - ICSS,INTECH,Lagos,PostedPosted 30+ days ago
engineer,Life Safety Service Sales Engineer - Qatar,Eaton,Abeokuta,PostedPosted 1 day ago
engineer,Senior Full Stack Engineer,Acumen,Lagos,PostedPosted 4 days ago
engineer,Lead Safety & Risk Engineer (Future projects),Worley,Abeokuta,PostedPosted 30+ days ago
engineer,Technical Sales Engineer,Early Global Resources Ltd,Lagos,PostedPosted 30+ days ago
engineer,Safety Engineer Level II,Worley,Abeokuta,PostedPosted 30+ days ago
engineer,SYSYEMS COMPLETION ENGINEER/ SPECIALIST III,Scruples Resources,Lagos,PostedPosted 30+ days ago
engineer,Lead Piping Engineer (Future Projects),Worley,Abeokuta,PostedPosted 30+ days ago
engineer,"General Manager, Electrical Engineering - Cement Plant",Dangote Industries Limited,Lagos,PostedPosted 30+ days ago
engineer,Network Engineer,IpNX Nigeria Limited,Rivers,PostedPosted 15 days ago
engineer,Lead Instrumentation Engineer (Future projects),Worley,Abeokuta,PostedPosted 30+ days ago
engineer,Lead Offshore Structural Engineer (Future Projects),Worley,Abeokuta,PostedPosted 30+ days ago
engineer,Senior Analytics Engineer,M-KOPA Nigeria,Lagos,PostedPosted 23 days ago
engineer,Supply Chain Methods Engineer (Performance & Support) M/F,SPIE,Lagos,PostedPosted 9 days ago
engineer,Fullstack Engineer,Baaraku,Lagos,PostedToday
engineer,Maintenance Engineer(Mushin),Ascentech Services Ltd,Lagos,EmployerActive 2 days ago
engineer,Service Engineers – Generators,Ascentech Services Ltd,Lagos,PostedPosted 1 day ago
engineer,Senior FrontEnd Engineer,RAVENPAY LTD,Lagos,EmployerActive 17 days ago
engineer,Telecom Maintenance Engineer,growthfn,Lagos,EmployerActive 2 days ago
engineer,Electrical Engineer at Talent Africa,Myjobmag.com,Lagos,EmployerActive 14 days ago
engineer,PROJECT ENGINEER,Work In Nigeria Recruitment Agency,Lagos,EmployerActive 6 days ago
engineer,Senior Structural Design Engineer (Building Construction Company),Irecruiters Africa,Port Harcourt,EmployerActive 2 days ago
engineer,Civil Engineer,Omoarega Consulting Limited,Lagos,EmployerActive 3 days ago
engineer,Senior Project Engineer (Civil Engineering),AAO-Tsalach,Lagos,EmployerActive 3 days ago
engineer,Technical Services Engineer,TERAWORK,Lagos,EmployerActive 2 days ago
engineer,Music Producer/Audio Engineer,Monarch Group limited,Lagos,EmployerActive 2 days ago
engineer,Production Operations Engineer,Meta4 Solutions,Lagos,EmployerActive 7 days ago
engineer,Network Engineer,Wetland Microfinance Bank,Warri,PostedToday
engineer,Marine Engineer,Nigerdock,Lagos,EmployerActive 7 days ago
engineer,NOC ENGINEER (EXPATRIATE),GLOBAL PROFILERS,Lagos,EmployerActive 5 days ago
engineer,Electrical Engineer,Fire hunt Nigeria,Port Harcourt,EmployerActive 6 days ago
engineer,Senior Backend Engineer ( Laravel) II at Bumpa,lagosjobslagosjobs.NG,Lagos,PostedPosted 5 days ago
engineer,Civil Engineers,MEGAMOUND INVESTMENT,Lagos,EmployerActive 2 days ago
engineer,Civil Engineer,Tastee Fried Chicken,Lagos,EmployerActive 3 days ago
engineer,Technical Engineer (Lakowe),DREAMWORKS INTEGRATED SYSTEMS LIMITED,Lagos,EmployerActive 2 days ago
engineer,Back-End Engineer Laravel (PHP),Paymente Ltd (t/a Gloopro.com),Lekki,PostedPosted 2 days ago
engineer,Technical Support Engineer,Moniepoint,Lagos,PostedPosted 30+ days ago
engineer,Chief Engineer,N.U.E Offshore Resources Ltd,Lagos,EmployerActive 2 days ago
engineer,IT SUPPORT ENGINEER,Simba Group,Lagos,EmployerActive 3 days ago
engineer,Civil Site Engineer,AAO-Tsalach,Lagos,EmployerActive 3 days ago
engineer,Project Engineer,Riglog services limited,Warri,EmployerActive 2 days ago
engineer,Mid-Senior Level Software Engineer,WAZOBIA TECHNOLOGIES,Lekki,PostedJust posted
engineer,Senior Backend Engineer,BroadTekniks,Lagos,EmployerActive 6 days ago
engineer,Tech Implementation Engineer,Ash Nelson Partners,Lagos,EmployerActive 2 days ago
engineer,Entry Level Network Engineer,IPNX NIGERIA LIMITED,Lagos,PostedJust posted
engineer,Junior Plant Engineer,Electronic Payplus Limited,Lagos,EmployerActive 7 days ago
engineer,Software Engineer,Lorgarithm,Lagos,PostedPosted 20 days ago
engineer,Controls Engineer,Asamaka Industries Ltd Nigeria,Lekki,EmployerActive 2 days ago
engineer,Solution Engineer (Renewables),Jubaili Bros Engineering Limited,Lagos,EmployerActive 2 days ago
engineer,Solar Engineer,Hybrid Power Solutions,Abuja,EmployerActive 2 days ago
engineer,Quality Engineer (Automotive Industry),Ascentech Services Ltd,Lagos,EmployerActive 2 days ago
engineer,Pipeline Engineer II,KIMERIC NIGERIA LIMITED,Eket,EmployerActive 2 days ago
engineer,Cloud Infrastructure Engineer,Prunedge Development Technologies,Lagos,EmployerActive 2 days ago
engineer,IT Support Engineer,MIM FINANCE,Lagos,EmployerActive 8 days ago
engineer,Fibre Optics field engineer,Fibrehub Internetworking Services LTD,Ikeja,PostedPosted 1 day ago
engineer,Software Engineer,Hybrid Power Solutions,Abuja,EmployerActive 2 days ago
engineer,Computer Hardware Engineer,RAC Outsourcing,Abuja,EmployerActive 3 days ago
engineer,Instrumentation Engineer (Bonny Island),Alpha Mead Group,Rivers,PostedPosted 30+ days ago
engineer,Assistant Geotechnical Engineer,Clement Ashley Consulting,Port Harcourt,EmployerActive 3 days ago
engineer,SOLAR ENGINEER,Solar Power Training Centre,Abuja,EmployerActive 6 days ago
engineer,QA engineer - Nigeria,RemotePass,Nigeria,PostedPosted 30+ days ago
engineer,Software Engineer,BORAJ,Ibadan,EmployerActive 19 days ago
engineer,Computer Engineer,Luxsit Ingtegration.com,Lagos,EmployerActive 2 days ago
engineer,Fibre Operations Quality Assurance & Control Engineer,IPNX NIGERIA LIMITED,Lagos,PostedJust posted
engineer,Construction Quality Engineer,Terra Energy Service Nigeria Ltd,Port Harcourt,EmployerActive 2 days ago
engineer,Structural Engineers,MEGAMOUND INVESTMENT,Lagos,EmployerActive 3 days ago
engineer,Systems Engineer (Security),Reposebay,Lagos,EmployerActive 2 days ago
engineer,INFRASTRUCTURE SUPPORT ENGINEER,JSK Consulting Group,Lagos,EmployerActive 2 days ago
engineer,"BACKEND ENGINEER (OLUYOLE, IBADAN)",Elocuencia Consulting,Ibadan,EmployerActive 2 days ago
engineer,Site Engineer,Bregstein Engineering,Enugu,PostedPosted 30+ days ago
engineer,Renewable Energy Engineer,"Sanford Federal, Inc.",Lagos,PostedPosted 30+ days ago
engineer,Front Office Engineer,JSK Consulting Group,Lagos,EmployerActive 2 days ago
engineer,Full Stack Engineer,Today's Solutions,Lagos,EmployerActive 7 days ago
engineer,Flowline Engineer (Above 3 yrs experience),CWG Engineering Limited,Port Harcourt,EmployerActive 7 days ago
engineer,Network Security Engineer,Terawork,Lagos,PostedPosted 1 day ago
engineer,Senior Backend Engineer - Payments,Bumpa,Lagos,PostedPosted 30+ days ago
engineer,Biomedical Engineer,Medcourt Support Services,Lagos,EmployerActive 6 days ago
engineer,Quality Assurance Engineer (Software Testing),Accretio,Abuja,EmployerActive 7 days ago
engineer,DevOPS Engineer,Revent Technologies,Lagos,EmployerActive 8 days ago
engineer,Backend Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 3 days ago
engineer,Design Engineer,Husk Power Systems,Abuja,PostedPosted 21 days ago
engineer,Engineering - Drill Team Quality Representative Coordinator III,KIMERIC NIGERIA LIMITED,Port Harcourt,EmployerActive 2 days ago
engineer,Field Engineer,GLOBAL PROFILERS,Port Harcourt,EmployerActive 2 days ago
engineer,Network Security Engineer,Casper Technologies Limited,Lagos,EmployerActive 3 days ago
engineer,Graduate Trainee Engineer,Photizzo Technologies Limited,Lagos,PostedPosted 30+ days ago
engineer,Civil Engineer,Inter Arc Consultant Limited Benin City,Benin City,EmployerActive 13 days ago
engineer,Civil Engineer,Emmaking Construction Ltd.,Lagos,EmployerActive 22 days ago
engineer,Engineering & Utilities Manager,Ultimum Limited,Abia,PostedPosted 3 days ago
engineer,FIELD INSTALLATION ELECTRICAL ENGINEERS (SOLAR/INVERTERS),PSC SOLAR UK,Lagos,EmployerActive 13 days ago
engineer,Senior Mechanical Engineer (Building Construction Company),Irecruiters Africa,Port Harcourt,EmployerActive 3 days ago
engineer,Senior Mobile Engineer Ecommerce at Bumpa,lagosjobslagosjobs.NG,Lagos,EmployerActive 6 days ago
engineer,Technical Support Engineer - M365,Tek Experts,Lagos,PostedPosted 30+ days ago
engineer,Engineering - Fluids Advisor III,KIMERIC NIGERIA LIMITED,Port Harcourt,EmployerActive 2 days ago
engineer,Software Engineering Lead,FADAC RESOURCES LIMITED,Lagos,EmployerActive 3 days ago
engineer,Pharmaceutical Production Engineer,Kanselor Vacancy,Lagos,EmployerActive 2 days ago
engineer,Manufacturing Engineering Manager - Nigeria,BURN MANUFACTURING,Kano,PostedPosted 30+ days ago
engineer,Senior Quality Assurance Engineer,LemFi,Nigeria,EmployerActive 9 days ago
engineer,Product Engineer,ParallelScore,Lagos,EmployerActive 2 days ago
engineer,Quality Assurance Engineer – QAEAB241,DelonJobs,Lagos,EmployerActive 2 days ago
engineer,Civil Engineers,Chariot,Lagos,EmployerActive 9 days ago
engineer,Engineering Lead (Gas),One Step Ahead,Lagos,EmployerActive 3 days ago
engineer,Senior Backend Systems Engineer,eMedic Technologies Inc.,Lagos,EmployerActive 2 days ago
engineer,Systems Completion Engineer / Specialist III,Homeland Integrated Offshore Services Ltd,Lagos,EmployerActive 2 days ago
engineer,Technical Engineer,DREAMWORKS INTEGRATED SYSTEMS LIMITED,Abuja,EmployerActive 2 days ago
engineer,First-Level Support Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 2 days ago
engineer,Computer / Electrical Engineer (Entry Level),TAMP CONSULTING,Lekki,EmployerActive 14 days ago
engineer,Network & Service Delivery Engineer (Ibadan),IPNX NIGERIA LIMITED,Ibadan,EmployerActive 9 days ago
engineer,Senior Software Engineer,Venture Garden Group,Ikeja,PostedPosted 30+ days ago
